PK_NestSite,IntactDuringLastYearObs.,FK_NestArea,NestSiteName,YearLastMonitored,YearLastNestIntact,YearLastEagleOccupancy,YearFirstMonitored,HistoryComments,LandscapeHabitat,County,IFWRegion,Species,TreeCondition,NestTreeStandProminence,NestTreeComments,nest_id,Accuracy,Type,UseID,UTM_long,UTM_lat
038B,No,38,Hog Island,2013,1980,NA,1977,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Hancock,C,white spruce,dead - top broken,dominant,,038B,12,A,IO,570615,4924600
038C,No,38,Hog Island,2013,1992,1992,1983,,coastal,Hancock,C,eastern white pine,,,,038C,12,A,IO,570587,4924740
038D,No,38,Hog Island,2013,1993,1993,1993,,coastal,Hancock,C,red spruce,alive - top broken,supercanopy,,038D,12,A,IO,570268,4924772
038E,Yes,38,Hog Island,2013,2013,2013,1994,,coastal,Hancock,C,eastern white pine,alive - top intact,,,038E,12,A,ER,570659,4924680
039A,No,39,Stave Island,2013,1993,1973,1963,,coastal,Hancock,C,northern red oak,alive - top intact,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,039A,12,A,IO,568521,4921600
039B,Yes,39,Stave Island,2013,2013,2013,1962,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,039B,12,A,ER,568644,4921740
040A,No,40,Burnt Porcupine Island,2014,1979,1976,1976,,coastal,Hancock,C,red spruce,dead - top broken,co-dominant,,040A,12,A,IO,565504,4917020
040B,No,40,Long Porcupine Island,2014,2002,1995,1977,,coastal,Hancock,C,bigtooth aspen,alive - top intact,dominant,Nest tree splits into two leades at 4 meters above ground level.,040B,12,A,IO,566602,4917070
040C,No,40,Long Porcupine Island,2014,1985,1985,1983,,coastal,Hancock,C,bigtooth aspen,,dominant,,040C,12,A,IO,566658,4917156
040D,Yes,40,Long Porcupine Island,2014,2014,2014,1983,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,040D,12,A,ER,566423,4916790
040E,No,40,Long Porcupine Island,2014,2006,2004,1986,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,040E,12,A,IO,566884,4917358
040F,No,40,Long Porcupine Island,2013,2005,NA,2005,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Hancock,C,red spruce,,,,040F,7.5,A,IO,566266,4917071
041A,No,41,Bald Porcupine Island,2014,1985,1984,1969,,coastal,Hancock,C,eastern white pine,alive - top intact,dominant,,041A,12,A,IO,565214,4915210
041B,No,41,Bald Porcupine Island,2014,1970,1968,1966,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,041B,12,A,IO,565372,4915350
041C,No,41,Sheep Porcupine Island,2014,1989,1986,1985,,coastal,Hancock,C,balsam fir,alive - top broken,co-dominant,,041C,12,A,IO,564226,4916617
041D,Yes,41,Sheep Porcupine Island,2014,2014,2014,1987,,coastal,Hancock,C,northern red oak,alive - top intact,dominant,,041D,12,A,ER,564275,4916588
042A,No,42,Ironbound Island,2013,1996,1997,1977,,coastal,Hancock,C,red spruce,alive - top broken,dominant,One supporting limb beneath the nest arcs upward and creates a partial canopy.,042A,12,A,IO,569584,4915933
042B,No,42,Ironbound Island,2013,1986,NA,1967,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Hancock,C,eastern white pine,dead - top intact,supercanopy,,042B,12,A,IO,568707,4915350
042C,No,42,Ironbound Island,2013,1983,NA,1970,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Hancock,C,eastern white pine,dead - top intact,dominant,,042C,12,A,IO,568697,4914838
042D,Yes,42,Ironbound Island,2013,2013,2013,1999,,coastal,Hancock,C,eastern white pine,alive - top intact,co-dominant,,042D,12,A,ER,569053,4914822
043A,No,43,Schoodic Island,2013,1983,1983,1966,,coastal,Hancock,C,red spruce,alive - top broken,dominant,Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.,043A,12,A,IO,577158,4908666
043B,No,43,Schoodic Island,2013,1976,1968,1965,,coastal,Hancock,C,red spruce,alive - top broken,dominant,Nest tree leader was alive when first used.  Nest tree condition deteriorated notably during the years of eagle nesting activity.,043B,12,A,IO,577219,4908740
043C,No,43,Schoodic Island,2013,1992,1978,1976,,coastal,Hancock,C,pitch pine,alive - top intact,dominant,,043C,12,A,IO,577212,4908956
043D,No,43,Schoodic Island,2013,1985,1985,1981,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,043D,12,A,IO,577201,4908770
043E,No,43,Schoodic Island,2013,1995,1995,1986,,coastal,Hancock,C,red spruce,dead - top intact,dominant,Nest tree leader is dead above nest level.,043E,12,A,IO,577220,4908829
043F,No,43,Schoodic Island,2013,1996,1996,1996,,coastal,Hancock,C,red spruce,,,,043F,12,A,IO,577190,4908744
043G,No,43,Schoodic Island,2013,2000,2001,1997,,coastal,Hancock,C,red spruce,,,,043G,12,A,IO,577115,4908704
043H,No,43,Schoodic Island,2013,2006,2006,2002,,coastal,Hancock,C,red spruce,,,,043H,12.5,A,IO,577160,4908940
043I,No,43,Schoodic Island,2013,2011,2011,2007,,coastal,Hancock,C,red spruce,alive - top broken,dominant,,043I,3,A,IO,577164,4908889
043J,Yes,43,Schoodic Island,2013,2013,2013,2013,,coastal,Hancock,C,red spruce,alive - top intact,dominant,,043J,12.5,A,ER,577140,4908928
044A,Yes,44,Dyer Neck,2013,2013,2013,1977,,coastal,Washington,C,eastern white pine,alive - top intact,supercanopy,,044A,12,A,ER,584155,4922341
044B,No,44,Dyer Neck,2013,2000,1990,1962,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,044B,12,A,IO,584100,4922819
044C,No,44,Dyer Neck,2013,2000,NA,1995,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,eastern white pine,alive - top intact,,,044C,12,A,IO,583978,4924220
045A,No,45,Steuben heath vicinity,2013,2002,2002,1975,,coastal,Washington,C,eastern white pine,alive - top intact,supercanopy,,045A,12,A,IO,583657,4927973
045B,Yes,45,Parritt Point,2013,2013,2013,2005,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,045B,8.5,A,ER,581852,4927008
046A,No,46,Middle Douglas Island,2013,1976,1976,1976,,coastal,Washington,C,red spruce,alive - top intact,dominant,,046A,12,A,IO,591513,4922680
046B,No,46,Middle Douglas Island,2013,1983,1977,1977,,coastal,Washington,C,red spruce,dead - top broken,suppressed,,046B,12,A,IO,591520,4922790
046C,No,46,Middle Douglas Island,2013,1988,1988,1978,,coastal,Washington,C,red spruce,alive - top intact,dominant,,046C,12,A,IO,591502,4922552
046D,No,46,West Douglas Island,2013,2002,2002,1989,,coastal,Washington,C,red spruce,alive - top broken,dominant,,046D,12,A,IO,591204,4922500
046E,No,46,Middle Douglas Island,2013,2004,2004,2004,,coastal,Washington,C,red spruce,,,,046E,7.5,A,IO,591513,4922466
046F,Yes,46,Middle Douglas Island,2014,2014,2014,2005,,coastal,Washington,C,red spruce,alive - top intact,dominant,,046F,7.5,A,ER,591464,4922634
047A,Yes,47,Shipstern Island,2013,2013,2013,1968,,coastal,Washington,C,yellow birch,alive - top intact,dominant,,047A,12,A,ER,595287,4925142
047B,No,47,Flint Island,2013,1982,1982,1976,,coastal,Washington,C,red spruce,alive - top broken,dominant,,047B,12,A,IO,596905,4925490
047C,No,47,Shipstern Island,2013,1983,1983,1980,,coastal,Washington,C,red spruce,dead - top broken,dominant,,047C,12,A,IO,595341,4925183
047D,No,47,Shipstern Island,2013,1992,1992,1984,,coastal,Washington,C,balsam fir,alive - top broken,co-dominant,,047D,12,A,IO,595298,4925121
048A,No,48,Otter Island,2013,1973,1973,1970,,coastal,Washington,C,red spruce,,,,048A,12,A,IO,594911,4929300
048B,No,48,Strout Island,2013,1980,1979,1974,,coastal,Washington,C,red spruce,alive - top broken,dominant,,048B,12,A,IO,595007,4930085
048D,No,48,Foster Island - southern shoreline,2013,1980,NA,1968,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,red spruce,alive - top broken,dominant,,048D,12,A,IO,593033,4929961
048E,No,48,Strout Island,2013,1995,1995,1981,,coastal,Washington,C,red spruce,alive - top broken,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,048E,12,A,IO,595028,4929870
048F,Yes,48,Strout Island,2013,2013,2010,1996,,coastal,Washington,C,red spruce,alive - top intact,dominant,Nest tree leader is dead above nest level.,048F,12,A,ER,595106,4929668
048G,No,48,Strout Island,2013,2011,2011,2011,,coastal,Washington,C,red spruce,dead - top intact,dominant,,048G,12.5,A,IO,595059,4929951
048H,Yes,48,Strout Island,2013,2013,2013,2013,,coastal,Washington,C,red spruce,alive - top intact,dominant,,048H,12.5,A,ER,595078,4930127
049A,No,49,Upper Birch Island,2013,1983,1983,1974,,coastal,Washington,C,red spruce,alive - top broken,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,049A,12,A,IO,598300,4932360
049B,No,49,Lower Birch Island,2013,1983,NA,1979,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,red spruce,alive - top broken,dominant,,049B,12,A,IO,598266,4931610
049C,No,49,Upper Birch Island,2013,1986,1984,1984,,coastal,Washington,C,red spruce,alive - top broken,co-dominant,,049C,12,A,IO,598015,4932080
049D,No,49,Tumbledown Dick Head vicinity,2013,1986,1985,1985,,coastal,Washington,C,paper birch,dead - top intact,co-dominant,,049D,12,A,IO,599209,4932500
049E,No,49,Upper Birch Island,2013,1989,1987,1986,,coastal,Washington,C,red spruce,,,,049E,12,A,IO,597960,4932073
049F,No,49,Upper Birch Island,2013,1994,1995,1989,,coastal,Washington,C,red spruce,,,,049F,12,A,IO,598082,4932110
049G,No,49,Upper Birch Island,2013,2003,2003,1997,,coastal,Washington,C,red spruce,,,,049G,12,A,IO,597953,4932039
049H,Yes,49,Mink Island,2013,2013,2013,2004,,coastal,Washington,C,red spruce,,,,049H,10,A,ER,598041,4932754
050A,No,50,Beddington Lake northeastern shoreline,2013,1983,2013,1978,,coastal,Washington,C,eastern white pine,alive - top intact,supercanopy,,050A,12,A,IO,574641,4963950
050B,No,50,Beddington Lake upland - Spruce Mountain,2013,1963,1963,1963,,coastal,Washington,C,American beech,dead - top intact,dominant,,050B,12,A,IO,576465,4963914
051A,No,51,East Plummer Island,2013,1984,1979,1962,,coastal,Washington,C,red spruce,alive - top broken,co-dominant,,051A,12,A,IO,603858,4926600
051B,No,51,East Plummer Island,2013,1978,1977,1977,,coastal,Washington,C,red spruce,dead - top broken,co-dominant,,051B,12,A,IO,603883,4926484
051C,No,51,East Plummer Island,2013,1990,1990,1980,,coastal,Washington,C,red spruce,dead - top broken,co-dominant,,051C,12,A,IO,603831,4926660
051D,No,51,East Plummer Island,2013,1992,1992,1992,,coastal,Washington,C,red spruce,alive - top broken,dominant,,051D,12,A,IO,603928,4926626
051E,No,51,West Plummer Island,2013,2000,2000,1993,,coastal,Washington,C,red spruce,alive - top intact,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,051E,12,A,IO,603718,4926660
051F,Yes,51,Ram Island,2013,2013,2013,2002,,coastal,Washington,C,red spruce,alive - top intact,dominant,Nest tree leader is dead above nest level.,051F,12,A,ER,602873,4927230
052A,No,52,Inner Goose Island,2013,1985,1985,1978,,coastal,Washington,C,balsam fir,dead - top broken,co-dominant,,052A,12,A,IO,605816,4931103
052C,No,52,Inner Goose Island,2013,1991,1991,1987,,coastal,Washington,C,red spruce,alive - top broken,,,052C,12,A,IO,605805,4931071
052D,No,52,Inner Goose Island,2013,1991,1990,1990,,coastal,Washington,C,red spruce,alive - top broken,,,052D,12,A,IO,605822,4931080
052E,No,52,Inner Goose Island,2013,1999,1999,1992,,coastal,Washington,C,red spruce,,,,052E,12,A,IO,605810,4931036
052F,No,52,Inner Goose Island,2013,2000,2000,2000,,coastal,Washington,C,red spruce,,,,052F,12,A,IO,605788,4931050
052G,No,52,Inner Goose Island,2013,2004,2004,2001,,coastal,Washington,C,red spruce,,,,052G,12,A,IO,605804,4931110
052H,No,52,Inner Goose Island,2013,2011,2007,2005,,coastal,Washington,C,yellow birch,alive - top intact,,,052H,4.5,A,IO,605819,4931090
052J,Yes,52,Inner Goose Island,2013,2013,2013,2008,,coastal,Washington,C,red spruce,alive - top intact,,,052J,2.5,A,ER,605786,4931013
053A,No,53,Little Hardwood Island,2013,1993,1993,1978,,coastal,Washington,C,red spruce,alive - top broken,dominant,Another tree is leaning into the nest and actually improves its overall support and stability.,053A,12,A,IO,614744,4928110
053B,No,53,Little Hardwood Island,2013,1978,NA,1978,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,red spruce,dead - top broken,co-dominant,,053B,12,A,IO,614799,4928190
053C,No,53,Little Hardwood Island,2013,2006,2010,1994,,coastal,Washington,C,red spruce,,,,053C,12,A,IO,614745,4928180
053D,No,53,Inner Hardwood Island,2013,2011,2011,2011,,coastal,Washington,C,red spruce,alive - top broken,co-dominant,,053D,12.5,A,IO,615049,4928833
053E,Yes,53,Little Hardwood Island,2013,2013,2013,2013,,coastal,Washington,C,red spruce,alive - top intact,dominant,,053E,12.5,A,ER,614744,4928146
054A,No,54,Mark Island,2013,1996,1999,1963,,coastal,Washington,C,yellow birch,alive - top intact,dominant,,054A,12,A,IO,616576,4932000
054B,No,54,Mark Island,2013,1983,1976,1976,,coastal,Washington,C,red spruce,dead - top broken,dominant,,054B,12,A,IO,616827,4932001
054C,Yes,54,Mark Island,2013,2013,2013,2007,,coastal,Washington,C,yellow birch,alive - top intact,dominant,,054C,10,A,ER,616430,4931964
055A,No,55,Outer Double Shot Island,2013,1977,1978,1977,,coastal,Washington,C,red spruce,alive - top broken,dominant,,055A,12,A,IO,620479,4935242
055B,No,55,Outer Double Shot Island,2013,1979,1979,1979,,coastal,Washington,C,red spruce,,,,055B,12,A,IO,620484,4935310
055C,No,55,Outer Double Shot Island,2013,2002,1997,1980,,coastal,Washington,C,red spruce,alive - top broken,co-dominant,,055C,12,A,IO,620525,4935316
055D,Yes,55,Anguilla Island,2013,2013,2013,1998,,coastal,Washington,C,red spruce,alive - top broken,dominant,,055D,12.5,A,ER,621291,4936130
056A,No,56,Little Ram Island,2013,1990,1982,1970,,coastal,Washington,C,red spruce,alive - top broken,dominant,,056A,12,A,IO,617237,4941148
056B,No,56,Little Ram Island,2013,1970,1969,1968,,coastal,Washington,C,red spruce,,,,056B,12,A,IO,617246,4941090
056C,No,56,Little Ram Island,2013,2008,2008,1984,,coastal,Washington,C,red spruce,,,,056C,12,A,IO,617270,4941139
056D,No,56,Fellows Island,2013,1998,1990,1988,,coastal,Washington,C,red spruce,,,,056D,12,A,IO,616353,4941241
056E,No,56,Fellows Island,2013,2001,2000,1998,,coastal,Washington,C,red spruce,,,,056E,12,A,IO,616425,4941730
056F,No,56,Fellows Island,2013,2003,2002,2001,,coastal,Washington,C,red spruce,,,,056F,12,A,IO,616466,4941762
056G,Yes,56,Little Ram Island,2013,2013,2013,2009,,coastal,Washington,C,red spruce,alive - top intact,,,056G,2.5,A,ER,617228,4941095
057A,No,57,Salt Island,2013,1990,1985,1978,,coastal,Washington,C,red spruce,alive - top intact,supercanopy,,057A,12,A,IO,629667,4947175
057B,No,57,Salt Island,2013,1978,NA,1978,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,red spruce,,,,057B,12,A,IO,629554,4947061
057C,No,57,Salt Island,2013,2005,2003,1984,,coastal,Washington,C,yellow birch,alive - top intact,dominant,,057C,12,A,IO,629489,4947020
057D,No,57,Salt Island,2013,1994,1987,1985,,coastal,Washington,C,red spruce,alive - top broken,dominant,,057D,12,A,IO,630258,4947260
057E,Yes,57,Salt Island,2013,2013,2013,2004,,coastal,Washington,C,red spruce,alive - top intact,dominant,,057E,10,A,ER,629552,4947117
058A,No,58,Meserve Head vicinity,2013,1977,1976,1966,,coastal,Washington,C,eastern white pine,alive - top broken,dominant,,058A,12,A,IO,623573,4952448
058B,No,58,Meserve Head,2013,1994,1985,1964,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,058B,12,A,IO,623840,4952379
058C,No,58,Meserve Head vicinity,2013,1970,1970,1962,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,Nest tree leader is dead above nest level.,058C,12,A,IO,623152,4952433
058D,No,58,Libbry Brook upland,2013,1986,1984,1983,,coastal,Washington,C,eastern white pine,,,,058D,12,A,IO,624647,4951171
058E,Yes,58,Meserve Head vicinity,2013,2013,2013,1986,,coastal,Washington,C,eastern white pine,alive - top intact,,,058E,12,A,ER,623284,4952350
058F,No,58,Meserve Head,2013,1998,1998,1997,,coastal,Washington,C,eastern white pine,alive - top intact,,,058F,12,A,IO,623896,4952483
059A,No,59,Hadley Lake northwestern shoreline,2013,1972,NA,1972,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,interior,Washington,C,sugar maple,alive - top intact,dominant,,059A,12,A,IO,620379,4961040
059B,No,59,Hadley Lake northwestern shoreline,2013,1973,1970,1969,,interior,Washington,C,sugar maple,alive - top intact,dominant,,059B,12,A,IO,620621,4960770
059C,No,59,Hadley Lake inlet,2013,2006,2000,1982,,interior,Washington,C,eastern white pine,alive - top broken,dominant,,059C,12,A,IO,620047,4962441
059D,Yes,59,Hadley Lake inlet,2013,2013,2013,2001,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,059D,12.5,A,ER,620176,4962250
060A,No,60,Gardner Lake island,2013,1985,1987,1974,,interior,Washington,C,sugar maple,alive - top intact,dominant,,060A,12,A,IO,630018,4961195
060B,No,60,Gardner Lake island,2013,1995,1994,1989,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,060B,12,A,IO,629897,4961121
060C,No,60,Gardner Lake island,2013,2009,2009,1990,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,060C,12,A,IO,629707,4960480
060D,Yes,60,Gardner Lake island,2013,2013,2013,2011,,interior,Washington,C,eastern white pine,alive - top intact,dominant,,060D,12.5,A,ER,629709,4960465
061A,No,61,Round Lake Hills shoreline,2013,1985,2013,1975,,interior,Washington,C,American beech,alive - top intact,dominant,,061A,12,A,IO,616606,4973549
062A,No,62,Little Lake shoreline,2013,1977,1970,1965,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,062A,12,A,IO,642805,4962150
062B,No,62,East Stream shoreline,2013,1978,1978,1976,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,062B,12,A,IO,645609,4962370
062C,Yes,62,Whiting Bay upland,2013,2013,2013,1979,,coastal,Washington,C,eastern white pine,alive - top intact,supercanopy,,062C,12,A,ER,644360,4962920
062D,No,62,Little Lake shoreline,2013,1964,1964,1963,,coastal,Washington,C,eastern white pine,,,,062D,12,A,IO,642673,4962040
063A,No,63,Crane Mill Brook upland,2013,1984,1982,1977,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,Nest tree leader is dead above nest level.,063A,12,A,IO,645568,4965780
063B,No,63,Burnt Cove shoreline,2013,2005,1996,1984,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,Nest tree leader is dead above nest level.,063B,12,A,IO,645829,4965883
063C,No,63,Burnt Cove shoreline,2013,2011,2009,1986,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,063C,12,A,IO,646108,4966220
063E,Yes,63,Burnt Cove islet,2013,2013,2013,2010,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,063E,5,A,ER,646029,4966314
064A,Yes,64,Birch Islands,2013,2013,2013,1964,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,064A,12,A,ER,646093,4970300
064B,No,64,Hallowell Island,2013,1979,NA,1972,No documented occupancy by eagles during surveys conducted through 2013 at this nest.,coastal,Washington,C,eastern white pine,alive - top intact,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,064B,12,A,IO,645534,4971050
064C,No,64,Birch Islands,2013,2004,2004,1994,,coastal,Washington,C,eastern white pine,alive - top intact,dominant,,064C,12,A,IO,646175,4970220
065A,No,65,Wilbur Neck,2013,1983,1973,1965,,coastal,Washington,C,eastern white pine,alive - top intact,,,065A,12,A,IO,645004,4973390
065B,No,65,Wilbur Neck,2013,2010,1989,1974,,coastal,Washington,C,eastern white pine,alive - top broken,dominant,Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.,065B,12,A,IO,645685,4972780
